PM2.5,NO,NH3,CO,SO2,O3,Benzene,AQI,AQI_Bucket
93.7,55.17,53.13,55.17,47.28,21.54,19.04,952.0,Severe
96.65,24.81,67.28,24.81,67.31,33.84,21.21,550.0,Severe
107.09,16.58,95.73,16.58,104.29,44.5,22.37,538.0,Severe
119.02,17.91,82.3,17.91,101.88,77.28,21.71,498.0,Severe
83.86,36.74,82.94,36.74,90.76,52.82,23.48,517.0,Severe
72.67,42.99,108.74,42.99,106.41,27.74,33.58,901.0,Severe
94.32,62.88,105.75,62.88,127.84,55.03,45.36,929.0,Severe
89.0,38.8,119.82,38.8,131.99,42.9,40.31,850.0,Severe
85.35,48.64,105.07,48.64,111.22,62.31,35.32,669.0,Severe
101.25,51.7,106.82,51.7,113.03,58.29,34.08,1141.0,Severe
90.02,47.15,99.02,47.15,130.27,67.89,0.0,707.0,Severe
119.17,98.33,98.11,98.33,110.08,48.07,12.51,1577.0,Severe
207.19,118.02,146.18,118.02,160.06,37.21,63.79,1747.0,Severe
148.83,45.88,29.79,45.88,113.64,36.02,49.7,1065.0,Severe
85.32,5.06,31.48,5.06,124.92,28.71,14.55,195.0,Moderate
143.07,5.85,73.39,5.85,132.05,42.6,15.08,291.0,Poor
140.88,6.11,76.05,6.11,130.2,26.06,13.81,313.0,Very Poor
99.77,10.23,73.33,10.23,99.05,37.6,20.24,333.0,Very Poor
119.99,6.84,73.41,6.84,81.21,48.09,9.95,338.0,Very Poor
111.92,15.17,81.11,15.17,112.56,62.34,10.59,371.0,Very Poor
96.51,15.07,84.06,15.07,102.74,74.34,35.22,463.0,Severe
80.52,24.0,88.07,24.0,118.4,55.49,3.34,419.0,Severe
92.8,45.76,102.15,45.76,143.12,55.83,4.01,700.0,Severe
102.26,37.88,111.94,37.88,140.1,45.65,2.18,1043.0,Severe
108.19,55.69,109.21,55.69,117.82,47.4,12.43,1029.0,Severe
93.87,69.71,102.93,69.71,122.74,43.8,5.13,1041.0,Severe
109.53,55.08,117.71,55.08,123.22,43.0,8.31,1430.0,Severe
79.34,14.63,106.33,14.63,113.88,54.62,17.73,765.0,Severe
93.05,40.22,94.66,40.22,104.74,60.03,31.5,599.0,Severe
85.51,30.39,98.09,30.39,107.36,40.02,27.59,764.0,Severe
80.89,6.14,71.52,6.14,103.62,78.13,12.02,330.0,Very Poor
58.62,5.49,61.64,5.49,88.67,86.71,8.51,205.0,Poor
68.53,5.78,61.38,5.78,85.69,88.35,9.43,164.0,Moderate
81.38,5.9,55.07,5.9,58.91,39.29,11.0,187.0,Moderate
56.54,5.46,32.13,5.46,31.81,66.39,8.81,149.0,Moderate
74.08,7.19,57.73,7.19,45.02,40.27,15.38,215.0,Poor
62.76,5.58,62.02,5.58,74.08,83.18,14.84,284.0,Poor
86.09,5.9,72.14,5.9,114.3,59.39,16.74,167.0,Moderate
59.74,26.28,77.12,26.28,98.31,42.01,23.84,337.0,Very Poor
87.13,28.06,56.52,28.06,115.96,53.61,26.49,696.0,Severe
52.15,15.98,65.44,15.98,86.58,58.81,1.82,295.0,Poor
67.51,20.79,88.83,20.79,112.57,51.5,0.99,565.0,Severe
70.08,11.42,81.65,11.42,116.77,61.73,0.74,400.0,Very Poor
86.9,7.54,76.2,7.54,105.41,72.02,8.28,250.0,Poor
77.34,6.33,61.41,6.33,102.44,75.64,12.03,232.0,Poor
65.93,5.7,45.55,5.7,99.74,105.69,9.37,174.0,Moderate
66.58,7.16,62.16,7.16,98.89,66.87,11.34,198.0,Moderate
62.24,17.88,88.65,17.88,109.76,48.64,18.08,340.0,Very Poor
62.07,8.72,72.18,8.72,102.25,56.86,14.06,355.0,Very Poor
72.04,7.78,73.92,7.78,114.05,73.53,15.03,246.0,Poor
67.44,5.95,62.74,5.95,99.05,93.19,12.12,216.0,Poor
77.76,25.81,78.94,25.81,110.69,79.46,19.04,306.0,Very Poor
96.71,19.89,101.08,19.89,127.91,54.97,22.98,650.0,Severe
75.14,29.6,89.68,29.6,116.39,67.14,19.73,515.0,Severe
69.27,15.17,79.33,15.17,85.87,65.28,15.99,529.0,Severe
71.54,26.95,89.06,26.95,111.43,65.58,21.84,404.0,Severe
104.13,43.47,101.35,43.47,113.39,58.08,29.83,773.0,Severe
88.93,30.55,93.2,30.55,112.46,61.52,21.93,763.0,Severe
82.03,14.9,92.12,14.9,113.34,65.25,19.32,474.0,Severe
84.43,6.85,74.68,6.85,115.41,90.79,13.58,343.0,Very Poor
84.46,7.58,87.62,7.58,102.36,69.02,14.48,278.0,Poor
76.51,9.26,76.69,9.26,103.46,93.51,14.29,256.0,Poor
63.88,13.87,69.32,13.87,70.3,105.33,12.77,300.0,Poor
81.1,19.42,109.07,19.42,93.3,65.69,19.56,532.0,Severe
73.61,25.96,173.08,25.96,93.86,36.51,17.69,534.0,Severe
75.79,31.55,146.8,31.55,113.82,41.95,21.18,738.0,Severe
77.87,23.19,137.62,23.19,107.58,50.46,16.52,622.0,Severe
77.72,8.91,135.66,8.91,101.93,48.73,14.27,517.0,Severe
66.89,5.86,92.57,5.86,89.53,68.56,9.0,216.0,Poor
74.57,16.31,133.53,16.31,103.2,55.23,12.18,316.0,Very Poor
89.1,44.57,137.16,44.57,92.55,59.41,18.16,586.0,Severe
110.34,30.4,150.93,30.4,95.48,47.58,16.99,898.0,Severe
82.53,20.58,150.48,20.58,106.65,43.23,15.93,421.0,Severe
108.01,22.69,132.63,22.69,86.78,10.99,15.14,542.0,Severe
92.94,14.34,114.26,14.34,83.85,51.68,11.26,610.0,Severe
87.3,44.01,163.43,44.01,127.99,12.21,18.24,716.0,Severe
89.06,29.54,132.69,29.54,119.07,41.74,25.0,804.0,Severe
51.61,32.42,127.3,32.42,100.99,31.7,14.07,656.0,Severe
91.13,65.07,169.17,65.07,128.78,25.03,21.46,1201.0,Severe
108.92,30.7,273.39,30.7,113.34,59.23,39.79,595.0,Severe
89.63,9.92,141.29,9.92,124.11,70.9,14.07,384.0,Very Poor
55.27,29.44,86.96,29.44,91.67,47.71,7.96,332.0,Very Poor
97.88,52.63,123.1,52.63,100.55,40.9,25.75,1155.0,Severe
128.56,89.57,160.65,89.57,124.43,40.06,36.0,1355.0,Severe
103.63,52.92,173.52,52.92,96.19,43.5,24.12,1367.0,Severe
102.16,15.17,145.55,15.17,137.02,63.22,13.51,795.0,Severe
89.53,35.38,122.51,35.38,156.59,83.69,14.9,430.0,Severe
101.92,65.27,189.67,65.27,125.54,41.52,18.18,1153.0,Severe
117.99,83.78,203.41,83.78,147.58,41.0,24.68,1414.0,Severe
115.79,42.54,166.11,42.54,151.92,32.24,12.32,1042.0,Severe
189.12,94.0,178.13,94.0,168.44,39.06,0.74,1613.0,Severe
88.37,15.14,155.73,15.14,106.29,44.14,0.74,433.0,Severe
96.64,73.16,201.59,73.16,146.13,7.97,0.74,692.0,Severe
98.0,71.48,201.17,71.48,146.25,7.94,0.74,620.0,Severe
93.31,49.85,186.16,49.85,142.83,32.93,0.74,617.0,Severe
104.89,25.46,153.96,25.46,121.22,38.11,0.74,590.0,Severe
109.34,27.03,156.18,27.03,121.57,49.84,0.74,856.0,Severe
70.25,48.11,140.78,48.11,97.56,55.79,0.74,587.0,Severe
103.17,108.99,173.67,108.99,125.46,42.09,0.74,1423.0,Severe
185.77,124.01,172.84,124.01,120.94,40.97,0.74,1917.0,Severe
84.48,20.33,99.65,20.33,151.24,29.52,0.74,471.0,Severe
89.41,28.93,130.93,28.93,110.86,34.08,0.74,488.0,Severe
64.61,10.31,117.16,10.31,104.81,51.44,0.74,471.0,Severe
65.35,6.17,104.31,6.17,59.29,64.67,0.74,172.0,Moderate
52.18,32.36,106.89,32.36,84.2,62.74,0.74,390.0,Very Poor
75.13,36.67,176.38,36.67,124.9,67.84,0.74,802.0,Severe
83.65,47.49,180.34,47.49,130.27,47.95,0.74,1035.0,Severe
220.49,108.73,177.19,108.73,133.39,41.76,0.74,1477.0,Severe
114.78,74.41,159.18,74.41,122.06,32.35,9.83,1314.0,Severe
92.92,66.96,164.78,66.96,123.47,46.91,18.99,1215.0,Severe
91.66,92.86,135.71,92.86,108.4,46.15,27.37,1483.0,Severe
138.4,134.85,141.97,134.85,127.68,25.63,28.04,1526.0,Severe
49.18,30.05,135.69,30.05,123.83,40.63,10.88,460.0,Severe
56.42,35.02,152.62,35.02,124.25,44.79,11.98,700.0,Severe
60.36,18.78,177.23,18.78,124.95,51.14,15.64,831.0,Severe
54.45,8.51,116.22,8.51,167.13,9.36,11.97,291.0,Poor
41.64,13.79,104.44,13.79,109.4,63.12,12.47,212.0,Poor
32.36,25.68,78.27,25.68,71.59,44.82,7.3,717.0,Severe
29.98,22.14,114.5,22.14,97.02,37.0,8.94,525.0,Severe
33.3,52.23,128.12,52.23,99.65,42.05,20.61,777.0,Severe
56.51,10.58,121.56,10.58,81.19,54.42,8.42,807.0,Severe
88.85,46.93,147.44,46.93,82.23,67.24,13.08,520.0,Severe
111.68,41.3,119.71,41.3,94.48,53.57,17.49,1171.0,Severe
114.06,52.37,131.09,52.37,82.54,56.94,56.27,1332.0,Severe
116.93,31.48,118.96,31.48,98.31,53.2,24.48,1260.0,Severe
84.19,51.41,136.64,51.41,101.89,50.69,21.27,708.0,Severe
98.53,70.03,101.27,70.03,82.76,38.63,14.37,1108.0,Severe
84.16,17.12,91.61,17.12,72.88,24.38,13.56,761.0,Severe
71.82,37.72,77.57,37.72,59.98,46.07,15.85,541.0,Severe
80.51,80.75,83.56,80.75,45.11,36.86,19.32,1274.0,Severe
133.48,54.16,112.13,54.16,93.54,45.02,14.09,1241.0,Severe
116.54,45.17,140.86,45.17,118.35,10.65,11.53,1210.0,Severe
160.68,14.93,97.06,14.93,51.32,59.78,7.58,549.0,Severe
102.05,15.35,81.15,15.35,57.4,47.29,0.99,414.0,Severe
100.33,9.58,92.44,9.58,37.78,60.16,0.74,484.0,Severe
99.73,30.04,152.23,30.04,75.71,62.24,0.74,577.0,Severe
104.22,39.51,142.95,39.51,72.1,52.74,0.74,862.0,Severe
109.8,30.62,132.61,30.62,99.72,57.77,0.74,889.0,Severe
124.44,42.25,147.48,42.25,119.98,51.56,0.74,1001.0,Severe
180.27,63.29,156.21,63.29,118.43,50.27,7.21,1156.0,Severe
138.6,13.28,93.81,13.28,116.67,55.1,12.15,691.0,Severe
139.21,61.15,148.06,61.15,103.12,63.73,16.49,308.0,Very Poor
154.09,51.8,101.12,51.8,111.55,48.08,17.66,965.0,Severe
121.0,14.95,93.59,14.95,119.43,50.94,9.17,1434.0,Severe
80.56,44.37,126.32,44.37,118.21,52.22,10.26,579.0,Severe
103.75,22.81,98.54,22.81,117.34,50.17,11.45,1034.0,Severe
75.68,10.93,70.57,10.93,106.94,68.45,8.15,498.0,Severe
62.83,21.11,68.69,21.11,67.09,71.3,9.24,265.0,Poor
104.23,40.3,69.08,40.3,19.21,42.57,15.3,740.0,Severe
91.04,5.88,64.6,5.88,74.09,29.65,7.72,856.0,Severe
90.13,15.24,81.38,15.24,73.62,73.07,8.88,304.0,Very Poor
160.43,19.45,65.53,19.45,49.95,55.47,11.37,657.0,Severe
94.55,20.11,58.27,20.11,51.53,57.33,3.6,403.0,Severe
124.59,30.88,67.31,30.88,82.97,27.52,9.43,596.0,Severe
92.5,18.14,61.82,18.14,77.85,22.98,7.83,392.0,Very Poor
86.29,16.35,60.84,16.35,82.34,31.03,6.17,414.0,Severe
104.21,22.52,72.51,22.52,65.42,39.14,10.93,442.0,Severe
88.5,26.61,60.36,26.61,3.3,32.95,10.73,438.0,Severe
84.47,23.17,61.41,23.17,3.3,45.89,7.15,561.0,Severe
53.89,31.91,58.22,31.91,18.91,60.58,2.32,616.0,Severe
60.08,48.77,47.34,48.77,22.65,51.62,6.72,855.0,Severe
53.13,12.2,44.61,12.2,94.03,36.42,4.19,633.0,Severe
71.3,7.93,35.8,7.93,63.28,34.83,0.74,274.0,Poor
37.9,4.96,31.24,4.96,16.31,34.76,0.74,210.0,Poor
78.18,20.3,71.56,20.3,51.41,10.44,6.65,478.0,Severe
56.35,25.34,86.03,25.34,15.96,77.4,7.94,465.0,Severe
59.66,47.44,77.68,47.44,26.01,63.51,11.44,836.0,Severe
114.6,42.76,36.29,42.76,22.99,56.47,9.97,1235.0,Severe
74.48,9.84,51.25,9.84,48.6,37.97,5.49,525.0,Severe
81.11,25.37,48.95,25.37,40.55,26.21,8.55,525.0,Severe
100.39,10.39,42.83,10.39,42.89,30.16,5.91,650.0,Severe
39.97,7.15,32.39,7.15,30.7,36.08,2.62,219.0,Poor
53.61,16.93,37.01,16.93,51.64,16.92,6.99,328.0,Very Poor
63.06,13.88,28.22,13.88,69.46,25.88,9.26,351.0,Very Poor
46.17,10.7,30.48,10.7,51.35,27.9,6.65,286.0,Poor
61.24,14.21,35.33,14.21,82.15,9.69,8.99,337.0,Very Poor
49.71,9.59,28.6,9.59,53.54,34.54,7.95,266.0,Poor
44.75,10.25,28.9,10.25,65.8,28.02,7.63,257.0,Poor
45.84,26.72,29.72,26.72,61.44,35.85,13.84,409.0,Severe
76.36,8.33,33.82,8.33,96.8,51.0,7.07,524.0,Severe
44.79,7.28,32.12,7.28,74.84,37.9,6.22,222.0,Poor
50.16,13.86,28.17,13.86,80.78,28.52,7.5,332.0,Very Poor
49.07,8.51,30.74,8.51,88.3,27.48,6.89,272.0,Poor
46.06,7.07,27.6,7.07,59.55,32.54,5.54,232.0,Poor
52.82,9.88,28.48,9.88,73.73,27.07,6.94,247.0,Poor
53.39,6.91,30.28,6.91,56.45,31.93,6.21,254.0,Poor
59.44,6.67,31.77,6.67,86.73,38.54,5.65,236.0,Poor
71.01,7.69,38.17,7.69,106.62,24.78,9.05,273.0,Poor
50.7,8.58,33.44,8.58,27.74,59.94,6.92,256.0,Poor
69.87,6.96,34.82,6.96,16.35,40.76,8.23,217.0,Poor
61.53,10.41,42.53,10.41,17.94,48.3,9.75,291.0,Poor
67.03,10.37,38.68,10.37,21.21,32.34,9.79,314.0,Very Poor
43.37,20.03,35.01,20.03,56.38,40.07,8.28,355.0,Very Poor
60.05,22.86,40.83,22.86,95.07,33.52,16.03,587.0,Severe
56.93,10.46,30.45,10.46,102.66,37.12,6.98,535.0,Severe
44.14,18.18,18.82,18.18,109.33,31.1,5.48,366.0,Very Poor
78.16,18.21,55.31,18.21,59.64,15.87,5.1,355.0,Very Poor
83.27,15.82,50.38,15.82,46.16,18.23,6.38,338.0,Very Poor
51.54,13.48,51.04,13.48,37.58,6.9,5.61,297.0,Poor
54.35,11.58,50.45,11.58,49.66,14.85,5.31,319.0,Very Poor
53.59,10.18,45.53,10.18,59.53,17.93,4.73,247.0,Poor
55.77,13.06,45.87,13.06,44.42,13.14,5.04,321.0,Very Poor
63.58,13.97,43.32,13.97,63.59,5.08,6.97,319.0,Very Poor
78.25,24.41,35.12,24.41,44.25,14.76,4.86,492.0,Severe
77.84,35.49,31.88,35.49,44.19,21.0,7.51,491.0,Severe
69.99,39.53,43.61,39.53,30.82,21.49,7.39,503.0,Severe
78.7,43.78,42.9,43.78,31.43,20.06,8.43,523.0,Severe
59.96,43.3,36.48,43.3,34.88,17.65,8.2,539.0,Severe
48.27,38.0,36.24,38.0,34.93,18.73,6.47,492.0,Severe
46.84,65.72,54.72,65.72,36.48,23.07,9.31,486.0,Severe
27.79,37.69,41.59,37.69,39.2,13.74,6.64,508.0,Severe
36.27,25.63,45.79,25.63,54.98,10.53,7.39,413.0,Severe
76.41,26.44,53.18,26.44,43.42,2.05,6.07,421.0,Severe
62.72,21.89,50.49,21.89,22.02,0.72,7.76,400.0,Very Poor
48.12,19.06,61.63,19.06,24.98,0.91,4.82,361.0,Very Poor
36.8,21.07,53.33,21.07,24.97,1.16,5.02,385.0,Very Poor
41.37,25.53,38.1,25.53,18.91,1.08,4.73,428.0,Severe
302.08,27.2,28.1,27.2,46.94,0.88,5.26,440.0,Severe
37.15,34.33,58.02,34.33,34.41,1.04,7.62,510.0,Severe
59.76,29.58,57.8,29.58,17.67,2.02,6.57,513.0,Severe
71.94,17.35,98.32,17.35,25.74,2.03,6.49,365.0,Very Poor
47.95,17.08,151.73,17.08,25.91,2.51,4.57,336.0,Very Poor
55.91,19.87,66.69,19.87,32.64,1.8,4.73,377.0,Very Poor
72.06,24.72,59.1,24.72,32.64,1.26,6.55,442.0,Severe
127.23,29.02,37.32,29.02,26.37,0.38,9.88,421.0,Severe
127.37,25.58,40.59,25.58,34.39,2.77,9.63,428.0,Severe
36.42,30.52,49.52,30.52,37.17,3.29,5.56,472.0,Severe
40.97,29.94,113.8,29.94,22.82,3.69,7.93,478.0,Severe
33.38,20.68,62.15,20.68,21.06,4.35,4.45,422.0,Severe
33.51,17.84,40.85,17.84,28.85,7.95,4.82,347.0,Very Poor
29.56,30.82,74.11,30.82,19.34,3.34,8.73,461.0,Severe
21.89,27.75,63.9,27.75,16.32,3.02,5.8,447.0,Severe
44.87,31.41,68.29,31.41,17.39,3.24,10.48,486.0,Severe
33.16,31.02,54.23,31.02,17.09,4.47,11.79,510.0,Severe
45.25,35.01,61.65,35.01,23.87,2.96,13.66,576.0,Severe
48.95,25.57,63.01,25.57,19.19,2.96,9.86,485.0,Severe
47.83,25.73,49.36,25.73,113.31,3.22,6.3,468.0,Severe
53.64,22.52,52.64,22.52,96.72,2.86,4.54,424.0,Severe
48.18,18.31,51.41,18.31,104.62,2.81,4.08,366.0,Very Poor
56.75,28.82,59.07,28.82,126.12,4.84,5.84,465.0,Severe
41.21,25.18,38.73,25.18,83.84,9.92,4.42,434.0,Severe
37.33,29.18,47.75,29.18,58.25,6.63,5.0,470.0,Severe
28.74,25.17,45.61,25.17,41.84,20.2,5.46,455.0,Severe
34.05,27.58,46.79,27.58,29.66,22.77,5.79,489.0,Severe
28.94,21.18,53.02,21.18,26.92,16.38,5.76,431.0,Severe
25.06,25.26,54.71,25.26,21.64,10.33,4.72,402.0,Severe
32.05,29.19,48.62,29.19,42.09,10.76,5.34,469.0,Severe
44.02,30.74,54.33,30.74,48.99,7.14,4.95,476.0,Severe
48.73,27.87,47.11,27.87,31.19,11.25,5.89,459.0,Severe
43.54,12.25,39.05,12.25,43.71,22.45,4.41,342.0,Very Poor
28.66,18.31,55.15,18.31,32.57,15.68,4.86,311.0,Very Poor
31.01,26.43,63.76,26.43,128.43,18.69,6.33,467.0,Severe
33.95,30.33,67.31,30.33,152.48,14.95,8.26,429.0,Severe
33.7,24.01,59.07,24.01,156.24,23.59,7.07,490.0,Severe
48.21,29.28,66.43,29.28,151.44,13.38,5.93,445.0,Severe
40.66,30.95,61.16,30.95,120.48,14.02,5.55,499.0,Severe
38.65,30.68,60.26,30.68,146.84,16.31,5.28,482.0,Severe
49.47,34.28,63.28,34.28,88.36,13.94,4.75,527.0,Severe
33.2,36.15,56.35,36.15,96.68,8.76,4.88,556.0,Severe
22.14,28.37,68.25,28.37,49.31,22.93,3.94,520.0,Severe
19.66,24.39,65.16,24.39,56.92,26.6,3.94,518.0,Severe
24.07,20.32,133.0,20.32,45.29,75.33,3.94,413.0,Severe
25.9,40.29,165.62,40.29,56.95,37.07,3.94,680.0,Severe
29.8,42.91,169.17,42.91,64.17,53.0,3.94,787.0,Severe
29.37,42.88,163.3,42.88,60.33,44.38,3.94,862.0,Severe
33.95,59.21,191.14,59.21,74.04,45.36,3.94,951.0,Severe
31.13,26.73,177.13,26.73,53.57,67.63,4.26,712.0,Severe
58.28,15.84,127.95,15.84,128.38,66.85,4.41,483.0,Severe
63.92,12.95,102.78,12.95,92.16,69.39,3.65,379.0,Very Poor
73.89,4.5,53.74,4.5,46.31,59.52,3.65,214.0,Poor
79.37,30.71,62.42,30.71,80.71,69.32,3.77,508.0,Severe
78.64,32.81,68.8,32.81,75.18,57.87,3.87,713.0,Severe
122.92,34.89,94.67,34.89,119.78,40.0,3.87,688.0,Severe
160.05,34.65,115.92,34.65,90.5,48.77,3.87,844.0,Severe
113.9,46.02,68.38,46.02,100.12,65.26,3.87,786.0,Severe
126.66,33.97,112.69,33.97,76.09,55.06,3.87,664.0,Severe
116.02,44.47,98.22,44.47,64.62,39.74,3.87,914.0,Severe
96.65,25.15,110.33,25.15,53.75,59.62,3.87,536.0,Severe
110.05,19.73,114.23,19.73,101.29,51.12,3.87,403.0,Severe
109.84,23.16,104.87,23.16,72.69,60.82,3.87,427.0,Severe
140.06,28.2,146.82,28.2,98.85,57.6,3.87,685.0,Severe
109.11,29.19,118.85,29.19,94.22,60.25,3.87,558.0,Severe
107.26,26.76,94.48,26.76,90.9,48.62,3.87,487.0,Severe
105.87,18.18,90.33,18.18,97.98,46.82,3.87,453.0,Severe
101.86,27.99,105.96,27.99,89.37,54.3,3.87,559.0,Severe
96.15,94.41,80.49,94.41,76.61,42.8,3.87,1291.0,Severe
88.58,112.71,85.92,112.71,90.9,57.78,3.87,1350.0,Severe
103.71,34.72,111.67,34.72,54.23,119.43,3.87,906.0,Severe
121.11,51.7,137.41,51.7,78.64,58.07,3.87,824.0,Severe
82.49,30.47,80.4,30.47,61.13,48.85,3.87,578.0,Severe
72.93,90.96,78.54,90.96,39.24,69.95,3.87,161.0,Moderate
94.08,34.06,50.69,34.06,68.42,47.74,3.87,849.0,Severe
82.88,18.59,73.74,18.59,56.89,47.67,7.12,574.0,Severe
88.69,26.91,70.9,26.91,68.94,53.16,38.06,509.0,Severe
82.52,24.13,69.94,24.13,44.95,64.07,10.47,556.0,Severe
72.11,48.7,85.77,48.7,42.51,54.52,8.43,669.0,Severe
78.48,49.94,110.63,49.94,67.06,46.93,16.41,1217.0,Severe
103.22,68.97,102.84,68.97,57.8,52.79,32.77,1033.0,Severe
70.39,44.04,55.52,44.04,69.83,59.5,77.43,625.0,Severe
107.9,43.47,109.59,43.47,49.76,55.01,34.93,803.0,Severe
117.08,37.42,106.21,37.42,77.6,55.05,16.14,741.0,Severe
162.18,59.53,94.35,59.53,42.01,67.0,16.62,776.0,Severe
205.21,93.31,100.87,93.31,75.95,61.17,20.41,1630.0,Severe
165.37,70.6,95.3,70.6,52.45,39.6,17.88,1160.0,Severe
143.52,41.62,138.89,41.62,91.74,89.17,3.97,820.0,Severe
83.28,33.47,97.9,33.47,48.93,36.84,3.97,688.0,Severe
75.58,44.07,68.01,44.07,47.43,68.17,3.97,595.0,Severe
93.73,68.52,84.54,68.52,62.65,50.29,3.97,1354.0,Severe
127.46,108.81,77.65,108.81,63.63,48.32,3.97,1672.0,Severe
98.6,90.33,86.74,90.33,85.76,52.53,3.97,1472.0,Severe
84.71,88.34,83.28,88.34,70.31,40.06,3.97,1295.0,Severe
86.52,115.87,66.59,115.87,44.24,36.0,3.97,1646.0,Severe
90.1,57.16,87.75,57.16,60.45,41.82,3.97,1329.0,Severe
68.52,39.47,72.83,39.47,60.58,50.1,3.97,530.0,Severe
86.43,34.52,82.76,34.52,62.48,47.34,3.97,798.0,Severe
70.51,25.76,98.98,25.76,67.36,47.72,3.97,689.0,Severe
78.48,16.91,84.74,16.91,61.98,56.39,3.97,413.0,Severe
63.75,11.7,77.73,11.7,64.78,59.28,3.97,415.0,Severe
68.3,8.69,73.99,8.69,50.93,72.2,3.99,228.0,Poor
91.23,32.82,65.66,32.82,34.58,56.17,4.0,392.0,Very Poor
92.74,28.91,80.7,28.91,44.35,46.56,4.03,657.0,Severe
96.58,42.1,80.15,42.1,52.73,42.37,4.04,657.0,Severe
91.37,28.26,91.43,28.26,51.83,38.19,4.04,702.0,Severe
88.02,25.92,83.26,25.92,37.48,42.7,4.07,488.0,Severe
96.82,31.36,78.81,31.36,31.51,42.71,4.06,605.0,Severe
96.89,28.4,92.83,28.4,33.05,41.44,4.09,687.0,Severe
109.2,37.47,104.9,37.47,76.7,43.34,4.08,714.0,Severe
94.95,30.29,96.97,30.29,65.02,43.5,4.05,667.0,Severe
75.42,11.02,75.02,11.02,49.3,54.91,4.07,423.0,Severe
73.07,32.21,86.61,32.21,45.82,51.18,4.08,417.0,Severe
98.25,57.51,110.07,57.51,59.11,39.64,4.07,1158.0,Severe
118.16,60.28,102.68,60.28,104.49,32.76,4.11,938.0,Severe
95.4,41.8,78.91,41.8,51.61,39.05,4.09,920.0,Severe
70.04,14.87,78.1,14.87,69.86,55.89,4.05,336.0,Very Poor
56.71,7.45,60.4,7.45,42.48,61.74,4.07,275.0,Poor
59.4,7.23,47.87,7.23,21.53,71.46,4.07,191.0,Moderate
54.75,6.99,43.7,6.99,19.99,76.37,4.06,172.0,Moderate
62.18,7.67,55.29,7.67,29.22,73.67,4.06,198.0,Moderate
238.42,26.3,73.22,26.3,34.63,63.89,4.08,381.0,Very Poor
125.16,46.84,96.16,46.84,63.66,55.2,4.11,800.0,Severe
106.45,56.46,78.1,56.46,83.62,55.5,4.08,967.0,Severe
111.75,89.19,90.59,89.19,80.9,62.55,4.09,1558.0,Severe
106.19,45.76,89.03,45.76,55.16,53.79,4.1,1300.0,Severe
72.1,11.61,94.32,11.61,54.74,63.46,4.08,355.0,Very Poor
79.15,12.74,92.85,12.74,64.9,70.54,4.08,370.0,Very Poor
94.8,23.18,79.56,23.18,56.2,63.95,4.08,448.0,Severe
80.14,86.91,71.98,86.91,64.7,47.86,4.09,1084.0,Severe
89.14,63.43,81.71,63.43,70.0,44.86,4.07,1319.0,Severe
68.29,16.94,82.74,16.94,61.27,51.76,4.05,379.0,Very Poor
67.75,17.63,81.78,17.63,57.37,63.34,4.07,396.0,Very Poor
80.54,71.11,77.0,71.11,64.49,60.07,4.05,744.0,Severe
110.71,63.03,111.56,63.03,80.15,57.12,4.08,1474.0,Severe
147.57,59.56,107.46,59.56,47.7,48.23,4.1,1246.0,Severe
131.5,119.68,75.82,119.68,55.29,43.25,4.09,1719.0,Severe
102.12,57.92,95.29,57.92,69.02,51.71,4.09,1264.0,Severe
115.0,63.86,111.04,63.86,86.65,59.25,4.12,1127.0,Severe
84.84,40.16,72.85,40.16,52.52,59.42,4.12,908.0,Severe
74.62,8.16,73.22,8.16,48.21,74.83,4.12,236.0,Poor
89.72,13.83,80.78,13.83,56.43,73.64,4.09,313.0,Very Poor
84.03,26.24,90.66,26.24,63.72,72.75,4.13,471.0,Severe
82.79,32.14,79.69,32.14,59.98,60.48,4.14,661.0,Severe
76.38,42.44,82.76,42.44,70.61,59.68,4.12,711.0,Severe
66.01,53.08,73.79,53.08,61.71,73.43,4.11,854.0,Severe
116.42,63.2,82.77,63.2,64.52,59.07,4.16,1258.0,Severe
75.49,9.04,61.8,9.04,34.03,80.26,4.16,407.0,Severe
66.97,6.96,37.35,6.96,28.48,89.73,4.11,172.0,Moderate
161.09,101.89,116.48,101.89,64.92,84.85,4.06,116.0,Moderate
124.45,96.21,97.63,96.21,56.28,53.72,4.11,1302.0,Severe
95.15,48.24,95.6,48.24,79.66,52.85,4.12,1275.0,Severe
73.58,32.68,80.71,32.68,56.74,36.97,4.1,527.0,Severe
86.32,49.43,104.79,49.43,79.76,35.32,4.1,839.0,Severe
149.26,78.38,85.92,78.38,98.89,27.07,4.1,1537.0,Severe
70.06,26.17,55.69,26.17,62.14,23.56,4.09,547.0,Severe
86.59,40.08,82.87,40.08,83.72,32.62,4.11,716.0,Severe
74.12,18.26,81.45,18.26,94.78,39.51,4.12,464.0,Severe
52.92,11.03,63.81,11.03,63.17,43.54,4.07,302.0,Very Poor
47.26,16.22,64.71,16.22,63.03,20.0,4.04,260.0,Poor
63.68,22.56,67.41,22.56,37.73,53.12,4.06,477.0,Severe
73.37,16.1,77.92,16.1,38.59,39.08,4.05,491.0,Severe
55.24,34.37,83.79,34.37,78.4,40.04,4.01,470.0,Severe
83.1,37.91,110.77,37.91,94.79,44.33,4.06,847.0,Severe
76.87,17.85,77.35,17.85,87.94,36.28,4.05,559.0,Severe
